time,q0,q1,q2,q3,omega_x,omega_y,omega_z,Total_torque_x,Total_torque_y,Total_torque_z
196.82880000000097,0.9931593838656563,0.08581774491816362,0.051252517891444145,0.06035670887762501,4.979834130356362e-06,1.01205281325032e-05,7.387571009645021e-06,6.11431896686554e-05,-4.0609389543533325e-05,0.00023718364536762238
197.79840000000098,0.9931587063854369,0.08582004393484421,0.051257222048438335,0.06036059292041592,5.029613976450772e-06,1.0099187072182609e-05,7.515458232751076e-06,5.7901255786418915e-05,-4.4123269617557526e-05,0.000233490951359272
198.768000000001,0.9931580236861755,0.08582237008532952,0.05126191162181718,0.060364535926187415,5.076754587111746e-06,1.0075998686354818e-05,7.641353979177045e-06,5.438830703496933e-05,-4.781410098075867e-05,0.0002300664782524109
199.737600000001,0.9931573359848069,0.08582472205376131,0.05126658569904203,0.06036853696023191,5.121035326082782e-06,1.0050869925691951e-05,7.76540290520118e-06,0.0,0.0,0.0
200.70720000000102,0.9931566458156325,0.08582708658813747,0.0512712517952474,0.060372566778159296,5.121038248929839e-06,1.0050882618033893e-05,7.765384780205026e-06,0.0,0.0,0.0
201.67680000000104,0.9931559556027737,0.08582945111931573,0.051275917896143615,0.060376596585154096,5.121041171773766e-06,1.0050895310353455e-05,7.765366655175637e-06,0.0,0.0,0.0
202.64640000000105,0.9931552653462309,0.08583181564729592,0.05128058400173048,0.06038062638121613,5.12104409461456e-06,1.0050908002650636e-05,7.765348530113015e-06,0.0,0.0,0.0
203.61600000000107,0.9931545750460039,0.08583418017207785,0.05128525011200781,0.06038465616634521,5.1210470174522245e-06,1.0050920694925436e-05,7.76533040501716e-06,0.0,0.0,0.0
204.58560000000108,0.9931538847020928,0.08583654469366137,0.05128991622697541,0.06038868594054116,5.121049940286757e-06,1.0050933387177855e-05,7.765312279888071e-06,0.0,0.0,0.0
205.5552000000011,0.9931531943144976,0.08583890921204629,0.051294582346633075,0.060392715703803806,5.121052863118158e-06,1.0050946079407894e-05,7.765294154725749e-06,0.0,0.0,0.0
206.5248000000011,0.9931525038832184,0.08584127372723245,0.05129924847098063,0.06039674545613296,5.121055785946428e-06,1.005095877161555e-05,7.765276029530194e-06,0.0,0.0,0.0
207.49440000000112,0.9931518134082552,0.08584363823921967,0.05130391460001787,0.06040077519752844,5.121058708771567e-06,1.0050971463800827e-05,7.765257904301406e-06,0.0,0.0,0.0
