time,q0,q1,q2,q3,omega_x,omega_y,omega_z,Total_torque_x,Total_torque_y,Total_torque_z
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9999999999999998,2.084345272483969e-08,0.0,0.0,8.307830699118751e-08,0.0,0.0,1.6956091500344608e-08,0.0,0.0
1.0005002501250626,0.9999999999999966,8.293308018333004e-08,0.0,0.0,1.64420469539154e-07,0.0,0.0,-1.371384034434865e-07,0.0,0.0
2.001000500250125,0.9999999999999828,1.8539174087888616e-07,0.0,0.0,2.440220347329904e-07,0.0,0.0,-3.1102506562687145e-07,0.0,0.0
3.001500750375188,0.9999999999999464,3.2735051673433023e-07,0.0,0.0,3.21899727124895e-07,0.0,0.0,-5.062414653329575e-07,0.0,0.0
4.00200100050025,0.999999999999871,5.079487606717398e-07,0.0,0.0,3.9807007386038533e-07,0.0,0.0,-7.222666897108722e-07,0.0,0.0
5.002501250625313,0.9999999999997362,7.263341389086782e-07,0.0,0.0,4.7254968732944633e-07,0.0,0.0,-9.586127976064904e-07,0.0,0.0
6.003001500750376,0.9999999999995182,9.816626703251594e-07,0.0,0.0,5.453552554203087e-07,0.0,0.0,-1.2147965884529501e-06,0.0,0.0
7.003501750875438,0.9999999999991896,1.2730987629222064e-06,0.0,0.0,6.165035358269019e-07,0.0,0.0,-1.4903399976465346e-06,0.0,0.0
8.0040020010005,0.9999999999987204,1.5998152474240154e-06,0.0,0.0,6.860113504054387e-07,0.0,0.0,-1.784770103704663e-06,0.0,0.0
9.004502251125563,0.9999999999980773,1.960993408074952e-06,0.0,0.0,7.538955796334748e-07,0.0,0.0,-2.0976191391051067e-06,0.0,0.0
10.005002501250626,0.9999999999972251,2.3558230106822353e-06,0.0,0.0,8.201731571699739e-07,0.0,0.0,-2.428424499541518e-06,0.0,0.0
11.005502751375689,0.9999999999961261,2.783502327954803e-06,0.0,0.0,8.848610645156389e-07,0.0,0.0,-2.7767287516978593e-06,0.0,0.0
12.006003001500751,0.9999999999947408,3.2432381621884588e-06,0.0,0.0,9.479763257727486e-07,0.0,0.0,-3.142079639568479e-06,0.0,0.0
13.006503251625814,0.9999999999930278,3.7342458653470358e-06,0.0,0.0,1.0095360025037334e-06,0.0,0.0,-3.5240300893536945e-06,0.0,0.0
14.007003501750876,0.9999999999909445,4.255749356588905e-06,0.0,0.0,1.069557188687712e-06,0.0,0.0,-3.922138212958167e-06,0.0,0.0
15.007503751875939,0.9999999999884467,4.806981137287785e-06,0.0,0.0,1.1280570057742034e-06,0.0,0.0,-4.335967310121205e-06,0.0,0.0
16.008004002001,0.9999999999854894,5.387182303596387e-06,0.0,0.0,1.1850525978332246e-06,0.0,0.0,-4.765085869206561e-06,0.0,0.0
17.008504252126066,0.9999999999820267,5.995602556601072e-06,0.0,0.0,1.240561126800969e-06,0.0,0.0,-5.209067566681119e-06,0.0,0.0
18.009004502251127,0.999999999978012,6.6315002101152326e-06,0.0,0.0,1.294599767820261e-06,0.0,0.0,-5.6674912653059165e-06,0.0,0.0
19.009504752376188,0.9999999999733983,7.294142196158778e-06,0.0,0.0,1.347185704674972e-06,0.0,0.0,-6.139941011073046e-06,0.0,0.0
20.010005002501252,0.999999999968138,7.982804068170621e-06,0.0,0.0,1.3983361253175758e-06,0.0,0.0,-6.626006028908277e-06,0.0,0.0
21.010505252626317,0.9999999999621838,8.696770002000694e-06,0.0,0.0,1.4480682174890164e-06,0.0,0.0,-7.125280717171015e-06,0.0,0.0
22.011005502751377,0.999999999955488,9.435332794727613e-06,0.0,0.0,1.4963991644300578e-06,0.0,0.0,-7.637364640981097e-06,0.0,0.0
23.011505752876438,0.9999999999480034,1.019779386134763e-05,0.0,0.0,1.5433461406832737e-06,0.0,0.0,-8.16186252438608e-06,0.0,0.0
24.012006003001503,0.9999999999396827,1.0983463229380183e-05,0.0,0.0,1.588926307984837e-06,0.0,0.0,-8.698384241409212e-06,0.0,0.0
25.012506253126567,0.9999999999304794,1.1791659531434836e-05,0.0,0.0,1.6331568112452584e-06,0.0,0.0,-9.246544805999887e-06,0.0,0.0
26.013006503251628,0.9999999999203473,1.2621709995784045e-05,0.0,0.0,1.6760547746182235e-06,0.0,0.0,-9.805964360901346e-06,0.0,0.0
27.01350675337669,0.9999999999092409,1.3472950434985711e-05,0.0,0.0,1.7176372976566699e-06,0.0,0.0,-1.0376268165479928e-05,0.0,0.0
28.014007003501753,0.9999999998971156,1.4344725232599086e-05,0.0,0.0,1.7579214515552434e-06,0.0,0.0,-1.0957086582522378e-05,0.0,0.0
29.014507253626817,0.9999999998839275,1.5236387328037139e-05,0.0,0.0,1.7969242754782701e-06,0.0,0.0,-1.1548055064039213e-05,0.0,0.0
30.015007503751878,0.9999999998696337,1.6147298199598054e-05,0.0,0.0,1.8346627729723757e-06,0.0,0.0,-1.2148814136091286e-05,0.0,0.0
31.01550775387694,0.9999999998541924,1.7076827845718135e-05,0.0,0.0,1.8711539084628805e-06,0.0,0.0,-1.2759009382664553e-05,0.0,0.0
32.016008004002,0.9999999998375628,1.8024354764487883e-05,0.0,0.0,1.9064146038330984e-06,0.0,0.0,-1.3378291428619768e-05,0.0,0.0
33.01650825412707,0.9999999998197054,1.8989265931472654e-05,0.0,0.0,1.940461735085662e-06,0.0,0.0,-1.4006315921737876e-05,0.0,0.0
34.01700850425213,0.9999999998005821,1.997095677587881e-05,0.0,0.0,1.9733121290849964e-06,0.0,0.0,-1.4642743513889025e-05,0.0,0.0
